timestamp,root_features
2018-09-17 17:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_cone_draft']"
2018-09-17 17:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-09-17 18:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-09-17 18:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2018-09-17 18:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2018-09-17 18:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-09-17 18:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2018-09-17 19:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Material_Temp']"
2018-09-22 09:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-09-22 09:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-09-22 10:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-09-22 10:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-09-22 10:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-09-22 10:20:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-09-22 10:25:00,"['Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-09-25 14:10:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-09-25 14:15:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-09-25 14:20:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-09-25 14:25:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2018-09-25 14:30:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2018-09-25 14:35:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2018-09-25 14:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp']"
2018-09-25 14:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp']"
2018-09-25 14:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp']"
2018-09-25 15:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_Inlet_Draft']"
2018-09-25 15:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-09-25 15:30:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-09-25 15:35:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-09-25 15:40:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-09-26 03:25:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft']"
2018-10-18 09:05:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_cone_draft']"
2018-10-18 09:20:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_cone_draft']"
2018-10-18 09:35:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_cone_draft']"
2018-10-18 09:40:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-10-18 09:45:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft']"
2018-10-18 09:50:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp']"
2018-10-18 09:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Gas_Outlet_Temp']"
2018-10-18 10:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 10:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-10-18 10:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 10:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp']"
2018-10-18 10:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp', 'Cyclone_Inlet_Draft']"
2018-10-18 10:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp', 'Cyclone_Inlet_Draft']"
2018-10-18 10:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Gas_Outlet_Temp']"
2018-10-18 10:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 10:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 10:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 10:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp', 'Cyclone_cone_draft']"
2018-10-18 11:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 11:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 11:15:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2018-10-18 11:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 11:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 11:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 11:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 11:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 11:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 11:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 11:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:15:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 12:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 13:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 13:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 13:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 13:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 13:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 13:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 13:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-10-18 13:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 13:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 13:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 13:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 13:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 14:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 15:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 15:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Material_Temp']"
2018-10-18 15:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Material_Temp']"
2018-10-18 15:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 15:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 15:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 15:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 15:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 15:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 15:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 15:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 15:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 16:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 16:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 16:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 16:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 16:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 16:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 16:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 16:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 16:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 16:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 16:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 17:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 17:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 17:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 17:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 17:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 17:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 17:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 17:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 17:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 17:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 17:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 18:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 19:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-10-18 19:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 19:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 19:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-18 19:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Material_Temp']"
2018-10-18 19:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_cone_draft']"
2018-10-22 19:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-10-22 19:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-10-22 19:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-10-23 10:20:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 10:25:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 10:30:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 10:35:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 10:40:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 10:45:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 10:50:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 10:55:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 11:00:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 11:05:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 11:10:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 11:15:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 11:20:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 11:25:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 11:30:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 11:35:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 11:40:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 15:20:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2018-10-23 15:25:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-10-23 15:30:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-10-23 15:35:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-10-23 15:40:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2018-10-23 15:45:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp']"
2018-10-23 15:50:00,"['Cyclone_Material_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp']"
2018-10-23 16:00:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft']"
2018-10-23 16:05:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft']"
2018-10-23 16:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft']"
2018-10-23 16:15:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-10-23 16:40:00,"['Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 16:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2018-10-23 16:50:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_cone_draft']"
2018-10-23 16:55:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-23 17:05:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-10-23 17:10:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2018-10-23 17:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Inlet_Draft']"
2018-10-23 17:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Material_Temp']"
2018-10-23 17:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Gas_Outlet_Temp']"
2018-10-25 17:05:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-25 17:10:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-25 17:15:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-25 17:20:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-25 17:25:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Inlet_Draft']"
2018-10-25 17:30:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-10-25 17:35:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-10-25 17:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-10-25 17:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft', 'Cyclone_cone_draft']"
2018-10-26 10:40:00,"['Cyclone_Material_Temp', 'Cyclone_Inlet_Gas_Temp', 'Cyclone_Outlet_Gas_draft']"
2018-10-26 10:45:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-26 10:50:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-26 10:55:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-10-26 11:00:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-10-26 11:05:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Material_Temp']"
2018-10-26 11:10:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-26 11:15:00,"['Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft', 'Cyclone_Inlet_Draft']"
2018-10-26 15:30:00,"['Cyclone_Gas_Outlet_Temp', 'Cyclone_cone_draft', 'Cyclone_Outlet_Gas_draft']"
2018-10-26 15:35:00,"['Cyclone_cone_draft', 'Cyclone_Material_Temp', 'Cyclone_Gas_Outlet_Temp']"
2018-10-26 15:40:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Gas_Outlet_Temp']"
2018-10-26 15:45:00,"['Cyclone_Outlet_Gas_draft', 'Cyclone_cone_draft', 'Cyclone_Gas_Outlet_Temp']"
